Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Titre FR,Titre EN,Console,Année,ESRB,IDBNF,description
Racing,Codemasters,0.18,0.59,0.01,0.1,0.88,Codemasters Birmingham,F1 2010,F1 2010,XBox360,2010,Everyone,16590848,Jeu de pilotage
Racing,Codemasters,0.23,0.4,0.01,0.08,0.72,Codemasters,Dirt 3,Dirt 3,XBox360,2011,Teen,16657165,Jeu de pilotage
Racing,Codemasters,0.25,0.75,0.08,0.26,1.34,Codemasters Birmingham,F1 2010,F1 2010,PS3,2010,Everyone,16590848,Jeu de pilotage
Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,Codemasters,Dirt 3,Dirt 3,PS3,2011,Teen,16657165,Jeu de pilotage
Racing,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,Neko Entertainment,Cocoto Kart Racer,Cocoto Kart Racer,Wii,2005,Everyone,16991594,Jeu de pilotage
Racing,D3Publisher,0.06,0.02,0.0,0.01,0.09,Monkey Bar Games,Ben 10: Galactic Racing,Ben 10: Galactic Racing,PS3,2011,Everyone,16683540,"Jeu de pilotage ; jeu d'action. - Inspiré de la série télévisée d'animation : ""Ben 10"""
Racing,D3Publisher,0.07,0.02,0.0,0.01,0.1,Monkey Bar Games,Ben 10: Galactic Racing,Ben 10: Galactic Racing,XBox360,2011,Everyone,16683540,"Jeu de pilotage ; jeu d'action. - Inspiré de la série télévisée d'animation : ""Ben 10"""
Racing,D3Publisher,0.08,0.03,0.0,0.01,0.12,Monkey Bar Games,Ben 10: Galactic Racing,Ben 10: Galactic Racing,Wii,2011,Everyone,16683540,"Jeu de pilotage ; jeu d'action. - Inspiré de la série télévisée d'animation : ""Ben 10"""
Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,Visual Sciences,F1 2002,F1 2002,PS2,2002,Everyone,16595754,Jeu de pilotage
Racing,Electronic Arts,0.17,0.23,0.0,0.05,0.46,Exient Entertainment,Need for Speed: Hot Pursuit,Need for Speed: Hot Pursuit,Wii,2010,Everyone 10+,16613302,Jeu de pilotage
Racing,Electronic Arts,0.27,0.31,0.0,0.07,0.64,Exient Entertainment,Need for Speed: Undercover,Need for Speed: Undercover,Wii,2008,Teen,16613901,Jeu de pilotage
Racing,Electronic Arts,0.32,0.19,0.0,0.01,0.53,Criterion Games,Burnout Revenge,Burnout Revenge,XBox,2005,Everyone 10+,17703659,Jeu de pilotage
Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47,EA Canada,Need for Speed: Carbon,Need for Speed: Carbon,XBox,2006,Everyone 10+,16613318,"Jeu de pilotage. - Adapté avec un scénario différent sur PlayStation Portable, Nintendo DS et Game Boy Advance sous le titre : ""Need for speed. Carbon, own the city"""
Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.4,Exient Entertainment,Need for Speed: Undercover,Need for Speed: Undercover,PS2,2008,Teen,16613901,Jeu de pilotage
Racing,Electronic Arts,0.42,0.04,0.0,0.04,0.5,Criterion Games,Burnout Revenge,Burnout Revenge,XBox360,2005,Everyone 10+,17703659,Jeu de pilotage
Racing,Electronic Arts,0.45,0.3,0.0,0.08,0.83,EA Montreal,Need for Speed: Nitro,Need for Speed: Nitro,Wii,2009,Everyone 10+,16613860,Jeu de pilotage
Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,EA Canada,Need for Speed: Carbon,Need for Speed: Carbon,Wii,2006,Everyone 10+,16613318,"Jeu de pilotage. - Adapté avec un scénario différent sur PlayStation Portable, Nintendo DS et Game Boy Advance sous le titre : ""Need for speed. Carbon, own the city"""
Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,EA Canada,Need for Speed: Carbon,Need for Speed: Carbon,PS3,2006,Everyone 10+,16613318,"Jeu de pilotage. - Adapté avec un scénario différent sur PlayStation Portable, Nintendo DS et Game Boy Advance sous le titre : ""Need for speed. Carbon, own the city"""
Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,EA Games,Need for Speed: ProStreet,Need for Speed: ProStreet,Wii,2007,Everyone 10+,16613868,Jeu de pilotage
Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,EA Canada,Need for Speed: Most Wanted,Need for Speed: Most Wanted,XBox,2005,Teen,16613306,Jeu de pilotage
Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,EA Canada,Need for Speed: Most Wanted,Need for Speed: Most Wanted,XBox360,2005,Teen,16613306,Jeu de pilotage
Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,EA Canada,Need for Speed: Most Wanted,Need for Speed: Most Wanted,XBox360,2012,Teen,16688559,"Jeu de pilotage. - Intitulé ""Need for speed. Most wanted U"" pour la console Wii U"
Racing,Electronic Arts,0.63,0.57,0.01,0.14,1.35,Criterion Games,Burnout Paradise,Burnout Paradise,XBox360,2008,Everyone 10+,17703662,Jeu de pilotage
Racing,Electronic Arts,0.63,1.0,0.05,0.38,2.05,EA Vancouver,Need for Speed: Undercover,Need for Speed: Undercover,PS3,2008,Teen,16613901,Jeu de pilotage
Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41,Black Box,Need for Speed: ProStreet,Need for Speed: ProStreet,PS2,2007,Everyone 10+,16613868,Jeu de pilotage
Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,Slightly Mad Studios,Need for Speed: Shift,Need for Speed: Shift,PS3,2009,Everyone,16613892,Jeu de pilotage
Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,EA Black Box,Need for Speed: ProStreet,Need for Speed: ProStreet,PS3,2007,Everyone 10+,16613868,Jeu de pilotage
Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,Slightly Mad Studios,Need for Speed: Shift,Need for Speed: Shift,XBox360,2009,Everyone,16613892,Jeu de pilotage
Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,Criterion Games,Burnout Revenge,Burnout Revenge,PS2,2005,Everyone 10+,17703659,Jeu de pilotage
Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,Need for Speed: Carbon,Need for Speed: Carbon,XBox360,2006,Everyone 10+,16613318,"Jeu de pilotage. - Adapté avec un scénario différent sur PlayStation Portable, Nintendo DS et Game Boy Advance sous le titre : ""Need for speed. Carbon, own the city"""
Racing,Electronic Arts,0.79,0.7,0.01,0.18,1.68,EA Vancouver,Need for Speed: Undercover,Need for Speed: Undercover,XBox360,2008,Teen,16613901,Jeu de pilotage
Racing,Electronic Arts,0.84,0.43,0.0,0.04,1.31,Criterion Games,Burnout 3: Takedown,Burnout 3: Takedown,XBox,2004,Teen,17703393,Jeu de pilotage
Racing,Electronic Arts,1.0,0.13,0.02,0.1,1.25,EA Canada,Need for Speed: Most Wanted,Need for Speed: Most Wanted,XBox360,2005,Teen,16613306,Jeu de pilotage
Racing,Electronic Arts,1.0,0.13,0.02,0.1,1.25,EA Canada,Need for Speed: Most Wanted,Need for Speed: Most Wanted,XBox360,2012,Teen,16688559,"Jeu de pilotage. - Intitulé ""Need for speed. Most wanted U"" pour la console Wii U"
Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,Criterion Games,Burnout Paradise,Burnout Paradise,PS3,2008,Everyone 10+,17703662,Jeu de pilotage
Racing,Electronic Arts,1.03,0.96,0.0,0.21,2.2,Criterion Games,Need for Speed: Hot Pursuit,Need for Speed: Hot Pursuit,XBox360,2010,Everyone 10+,16613302,Jeu de pilotage
Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,EA Black Box,Need for Speed: ProStreet,Need for Speed: ProStreet,XBox360,2007,Everyone 10+,16613868,Jeu de pilotage
Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,Criterion Games,Need for Speed: Hot Pursuit,Need for Speed: Hot Pursuit,PS3,2010,Everyone 10+,16613302,Jeu de pilotage
Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,Electronic Arts,Need for Speed : Underground,Need for Speed: Underground,XBox,2003,Everyone,16612997,Jeu de pilotage
Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,Need for Speed: Carbon,Need for Speed: Carbon,PS2,2006,Everyone 10+,16613318,"Jeu de pilotage. - Adapté avec un scénario différent sur PlayStation Portable, Nintendo DS et Game Boy Advance sous le titre : ""Need for speed. Carbon, own the city"""
Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,Criterion Games,Burnout 3: Takedown,Burnout 3: Takedown,PS2,2004,Teen,17703393,Jeu de pilotage
Racing,Electronic Arts,1.38,0.8,0.0,0.1,2.28,EA Canada,Need for Speed: Underground 2,Need for Speed: Underground 2,XBox,2004,Everyone,16612986,Jeu de pilotage
Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,EA Canada,Need for Speed: Most Wanted,Need for Speed: Most Wanted,PS2,2005,Teen,16613306,Jeu de pilotage
Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,EA Canada,Need for Speed: Underground 2,Need for Speed: Underground 2,PS2,2004,Everyone,16612986,Jeu de pilotage
Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,EA Black Box,Need for Speed : Underground,Need for Speed: Underground,PS2,2003,Everyone,16612997,Jeu de pilotage
Racing,LucasArts,0.15,0.12,0.0,0.04,0.31,Rainbow Studios,Star Wars Racer Revenge,Star Wars Racer Revenge,PS2,2002,Everyone,16615601,"Jeu de pilotage ; jeu d'action. - Inspiré des films de la série ""Star wars"""
Racing,Microsoft Game Studios,0.35,0.37,0.0,0.06,0.78,"Sumo Digital, Playground Games",Forza Horizon 2,Forza Horizon 2,XBox360,2014,Everyone 10+,16965715,Jeu de pilotage
Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,"PLAYGROUND, Playground Games",Forza Horizon,Forza Horizon,XBox360,2012,Teen,16694409,Jeu de pilotage
Racing,Microsoft Game Studios,0.92,0.39,0.0,0.12,1.43,BigPark,Kinect Joy Ride,Kinect Joy Ride,XBox360,2010,Everyone,16584884,Jeu de pilotage
Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,Turn 10,Forza Motorsport 4,Forza Motorsport 4,XBox360,2011,Everyone,16577281,Jeu de pilotage
Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,Turn 10,Forza Motorsport 2,Forza Motorsport 2,XBox360,2007,Everyone,16738019,Jeu de pilotage
Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,Turn 10,Forza Motorsport 3,Forza Motorsport 3,XBox360,2009,Everyone,16577283,Jeu de pilotage
Racing,Midway Games,0.01,0.01,0.0,0.0,0.02,Terminal Reality,Spy Hunter: Nowhere to Run,Spy Hunter: Nowhere to Run,PS2,2006,Teen,16972793,Jeu d'action ; jeu de pilotage
Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,Bugbear,Ridge Racer Unbounded,Ridge Racer Unbounded,XBox360,2012,Teen,16617531,Jeu de pilotage ; jeu d'action
Racing,Namco Bandai Games,0.05,0.09,0.0,0.03,0.17,Bugbear,Ridge Racer Unbounded,Ridge Racer Unbounded,PS3,2012,Teen,16617531,Jeu de pilotage ; jeu d'action
Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,Namco,Ridge Racer 6,Ridge Racer 6,XBox360,2005,Everyone,16590943,Jeu de pilotage
Racing,PQube,0.1,0.0,0.0,0.01,0.1,Coldwood Interactive,Ski-Doo: Snowmobile Challenge,Ski-Doo: Snowmobile Challenge,PS3,2009,Everyone,16738660,Jeu d'action
Racing,Sega,0.1,0.03,0.0,0.0,0.13,Sonic Team,Sonic Riders,Sonic Riders,XBox,2006,Everyone,16640330,Jeu de pilotage ; jeu d'action
Racing,Sega,0.42,0.02,0.0,0.07,0.5,Sonic Team,Sonic Riders,Sonic Riders,PS2,2006,Everyone,16640330,Jeu de pilotage ; jeu d'action
Racing,Sega,0.74,0.25,0.0,0.09,1.09,Sega,Sonic Free Riders,Sonic Free Riders,XBox360,2010,Everyone,16640348,Jeu de pilotage ; jeu d'action
Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25,Studio Liverpool,WipEout Fusion,Wipeout Fusion,PS2,2002,Everyone,16590631,Jeu de pilotage
Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,Studio Liverpool,Formula One 2001,Formula One 2001,PS2,2001,Everyone,16594607,Jeu de pilotage
Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12,United Front Games,ModNation Racers,ModNation Racers,PS3,2010,Everyone,16591195,Jeu de pilotage ; jeu d'action
Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,Polyphony Digital,Gran Turismo 6,Gran Turismo 6,PS3,2013,Everyone,16910967,Jeu de pilotage
Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41,Incognito Inc.,Twisted Metal: Black,Twisted Metal: Black,PS2,2001,Mature 17+,16607567,"Jeu de pilotage ; jeu d'action. - Édité en version multijoueur en ligne sous le titre ""Twisted metal. Black online"""
Racing,Sony Computer Entertainment,2.96,4.82,0.81,2.11,10.7,Polyphony Digital,Gran Turismo 5,Gran Turismo 5,PS3,2010,Everyone,16570062,"Jeu de pilotage. - Réédité en septembre 2012 sous le titre ""Gran turismo 5, academy edition"" (contenu supplémentaire)"
Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,Polyphony Digital,Gran Turismo 4,Gran Turismo 4,PS2,2003,Everyone,16912834,"Jeu de pilotage. - Une édition allégée du jeu est sortie sous le titre ""Gran turismo, prologue"" en décembre 2003 au Japon et en mai 2004 en Europe"
Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,Polyphony Digital,Gran Turismo 4,Gran Turismo 4,PS2,2003,Everyone,16912834,"Sortie au Japon de ""Gran turismo 4"", décembre 2004"
Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,Polyphony Digital,Gran Turismo 4,Gran Turismo 4,PS2,2003,Everyone,16912834,"Sortie en Amérique du Nord de ""Gran turismo 4"", février 2005"
Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,Polyphony Digital,Gran Turismo 4,Gran Turismo 4,PS2,2003,Everyone,16912834,"Sortie en Europe de ""Gran turismo 4"", mars 2005"
Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16,14.98,Polyphony Digital,Gran Turismo 3: A-Spec,Gran Turismo 3: A-Spec,PS2,2001,Everyone,16912822,Jeu de pilotage
Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,Eutechnyx,Ferrari Challenge: Trofeo Pirelli,Ferrari Challenge: Trofeo Pirelli,PS3,2008,Everyone,16583891,Jeu de pilotage
Racing,THQ,0.14,0.03,0.0,0.01,0.19,Firebrand Games,Hot Wheels Track Attack,Hot Wheels Track Attack,Wii,2010,Everyone,16965111,Jeu de pilotage
Racing,THQ,0.21,0.16,0.0,0.05,0.42,Climax Group,Hot Wheels World Race,Hot Wheels World Race,PS2,2003,Everyone,16972884,Jeu de pilotage
Racing,THQ,0.24,0.15,0.0,0.07,0.46,THQ Digital Studio Phoenix,MX vs. ATV Alive,MX vs. ATV Alive,PS3,2011,Everyone,16947659,Jeu de pilotage
Racing,THQ,0.28,0.02,0.0,0.02,0.33,Rainbow Studios,MX vs. ATV: Untamed,MX vs. ATV: Untamed,Wii,2007,Everyone,16947665,"Jeu de pilotage. - Intitulé ""MX vs. ATV extrême limite"" en français"
Racing,THQ,0.32,0.01,0.0,0.05,0.38,Rainbow Studios,MX vs. ATV: Untamed,MX vs. ATV: Untamed,PS2,2007,Everyone,16947665,"Jeu de pilotage. - Intitulé ""MX vs. ATV extrême limite"" en français"
Racing,THQ,0.32,0.07,0.0,0.01,0.4,Rainbow Studios,MX vs. ATV Unleashed,MX vs. ATV Unleashed,XBox,2005,Everyone,16947699,"Jeu de pilotage. - La version sur PlayStation portable sortie en février 2006 est intitulée ""MX vs. ATV on the edge"" ou ""MX vs. ATV unleashed, on the edge"" et comporte quelques variantes de gameplay, du contenu additionnel et des graphismes améliorés"
Racing,THQ,0.35,0.06,0.0,0.05,0.46,Rainbow Studios,MX vs. ATV: Untamed,MX vs. ATV: Untamed,PS3,2007,Everyone,16947665,"Jeu de pilotage. - Intitulé ""MX vs. ATV extrême limite"" en français"
Racing,THQ,0.37,0.13,0.0,0.04,0.55,THQ Digital Studio Phoenix,MX vs. ATV Alive,MX vs. ATV Alive,XBox360,2011,Everyone,16947659,Jeu de pilotage
Racing,THQ,0.52,0.14,0.0,0.06,0.72,Rainbow Studios,MX vs. ATV Reflex,MX vs. ATV Reflex,XBox360,2009,Everyone,16947718,Jeu de pilotage
Racing,THQ,0.52,0.25,0.0,0.12,0.9,Rainbow Studios,MX vs. ATV Reflex,MX vs. ATV Reflex,PS3,2009,Everyone,16947718,Jeu de pilotage
Racing,THQ,0.55,0.08,0.0,0.06,0.68,Rainbow Studios,MX vs. ATV: Untamed,MX vs. ATV: Untamed,XBox360,2007,Everyone,16947665,"Jeu de pilotage. - Intitulé ""MX vs. ATV extrême limite"" en français"
Racing,THQ,0.86,0.03,0.0,0.14,1.03,Rainbow Studios,MX vs. ATV Unleashed,MX vs. ATV Unleashed,PS2,2005,Everyone,16947699,"Jeu de pilotage. - La version sur PlayStation portable sortie en février 2006 est intitulée ""MX vs. ATV on the edge"" ou ""MX vs. ATV unleashed, on the edge"" et comporte quelques variantes de gameplay, du contenu additionnel et des graphismes améliorés"
Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,Rockstar San Diego,Smuggler's Run,Smuggler's Run,PS2,2000,Teen,17087283,"Jeu de pilotage. - Intitulé ""Crazy bumps. Kattobi kā batoru"" au Japon"
Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03,Reflections Interactive,Driver: Parallel Lines,Driver: Parallel Lines,Wii,2006,Mature 17+,16575242,Jeu d'action ; jeu d'aventure
Racing,Ubisoft,0.06,0.09,0.0,0.02,0.16,Ubisoft Reflections,Driver: San Francisco,Driver: San Francisco,Wii,2011,Teen,16575157,Jeu d'action ; jeu d'aventure
Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,Ubisoft Reflections,Driver: San Francisco,Driver: San Francisco,PS3,2011,Teen,16575157,Jeu d'action ; jeu d'aventure
Racing,Ubisoft,0.25,0.37,0.0,0.07,0.7,Ubisoft Reflections,Driver: San Francisco,Driver: San Francisco,XBox360,2011,Teen,16575157,Jeu d'action ; jeu d'aventure
Racing,Valcon Games,0.03,0.0,0.0,0.0,0.04,Coldwood Interactive,Ski-Doo: Snowmobile Challenge,Ski-Doo: Snowmobile Challenge,XBox360,2009,Everyone,16738660,Jeu d'action
Racing,Valcon Games,0.08,0.0,0.0,0.01,0.08,Valcon Games,Ski-Doo: Snowmobile Challenge,Ski-Doo: Snowmobile Challenge,Wii,2009,Everyone,16738660,Jeu d'action
Racing,Zoo Digital Publishing,0.05,0.01,0.0,0.01,0.07,Coyote Console,Yamaha Supercross,Yamaha Supercross,Wii,2008,Everyone,16907322,Jeu de pilotage
Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,Blizzard Entertainment,Diablo III,Diablo III,PS3,2012,Mature 17+,16633804,"A pour extension : ""Diablo III, reaper of souls"""
Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,Blizzard Entertainment,Diablo III,Diablo III,PS3,2012,Mature 17+,16633804,Jeu de rôle ; jeu d'action
Role-Playing,Activision,0.9,0.39,0.0,0.12,1.41,Blizzard Entertainment,Diablo III,Diablo III,XBox360,2012,Mature 17+,16633804,"A pour extension : ""Diablo III, reaper of souls"""
Role-Playing,Activision,0.9,0.39,0.0,0.12,1.41,Blizzard Entertainment,Diablo III,Diablo III,XBox360,2012,Mature 17+,16633804,Jeu de rôle ; jeu d'action
Role-Playing,Activision,1.68,0.44,0.0,0.08,2.19,BioWare,Star Wars: Knights of the Old Republic,Star Wars: Knights of the Old Republic,XBox,2003,Teen,16591081,Jeu de rôle
Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,SquareSoft,Unlimited Saga,Unlimited Saga,PS2,2002,Teen,16592993,Jeu de rôle
Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,Interplay,Fallout: Brotherhood of Steel,Fallout: Brotherhood of Steel,PS2,2004,Mature 17+,16633210,Jeu de rôle ; jeu d'action
Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,Interplay,Fallout: Brotherhood of Steel,Fallout: Brotherhood of Steel,XBox,2004,Mature 17+,16633210,Jeu de rôle ; jeu d'action
Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,Obsidian Entertainment,Fallout: New Vegas,Fallout: New Vegas,PS3,2010,Mature 17+,16633229,Jeu de rôle ; jeu d'action
Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,Bethesda Game Studios,Fallout 3,Fallout 3,PS3,2008,Mature 17+,16633213,"A pour extensions : ""Operation : Anchorage"" et ""The pitt"""
Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,Bethesda Game Studios,Fallout 3,Fallout 3,PS3,2008,Mature 17+,16633213,Jeu de rôle ; jeu d'action
Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0,6.41,Bethesda Game Studios,The Elder Scrolls V: Skyrim,The Elder Scrolls V: Skyrim,PS3,2011,Mature 17+,16770398,"A pour extensions : ""Dawnguard"" , ""Hearthfire"" et ""Dragonborn"""
Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0,6.41,Bethesda Game Studios,The Elder Scrolls V: Skyrim,The Elder Scrolls V: Skyrim,PS3,2011,Mature 17+,16770398,Jeu de rôle ; jeu d'aventure
Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,Obsidian Entertainment,Fallout: New Vegas,Fallout: New Vegas,XBox360,2010,Mature 17+,16633229,Jeu de rôle ; jeu d'action
Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,Bethesda Game Studios,Fallout 3,Fallout 3,XBox360,2008,Mature 17+,16633213,"A pour extensions : ""Operation : Anchorage"" et ""The pitt"""
Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,Bethesda Game Studios,Fallout 3,Fallout 3,XBox360,2008,Mature 17+,16633213,Jeu de rôle ; jeu d'action
Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85,8.79,Bethesda Game Studios,The Elder Scrolls V: Skyrim,The Elder Scrolls V: Skyrim,XBox360,2011,Mature 17+,16770398,"A pour extensions : ""Dawnguard"" , ""Hearthfire"" et ""Dragonborn"""
Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85,8.79,Bethesda Game Studios,The Elder Scrolls V: Skyrim,The Elder Scrolls V: Skyrim,XBox360,2011,Mature 17+,16770398,Jeu de rôle ; jeu d'aventure
Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,Capcom,Monster Hunter,Monster Hunter,PS2,2004,Teen,17087825,Jeu d'action ; jeu de rôle
Role-Playing,Electronic Arts,0.27,0.18,0.05,0.09,0.6,BioWare,Dragon Age: Inquisition,Dragon Age: Inquisition,PS3,2014,Mature 17+,16949389,Jeu d'action ; jeu de rôle
Role-Playing,Electronic Arts,0.36,0.12,0.0,0.05,0.53,BioWare,Dragon Age: Inquisition,Dragon Age: Inquisition,XBox360,2014,Mature 17+,16949389,Jeu d'action ; jeu de rôle
Role-Playing,Electronic Arts,0.63,0.56,0.03,0.2,1.42,BioWare,Mass Effect 3,Mass Effect 3,PS3,2012,Mature 17+,16606492,Jeu d'action ; jeu de rôle
Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19,1.45,BioWare,Mass Effect 2,Mass Effect 2,PS3,2010,Mature 17+,16606490,Jeu d'action ; jeu de rôle
Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,BioWare,Dragon Age: Origins,Dragon Age: Origins,PS3,2009,Mature 17+,16951097,Jeu de rôle ; jeu d'action
Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56,BioWare,Dragon Age: Origins,Dragon Age: Origins,XBox360,2009,Mature 17+,16951097,Jeu de rôle ; jeu d'action
Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,SquareSoft,Final Fantasy X-2,Final Fantasy X-2,PS2,2003,Teen,16927468,"Jeu de rôle. - Une version intitulée ""Final fantasy X-2, HD remaster"" est sortie sur différentes plate-formes en 2013 et 2014 avec la version remasterisée de ""Final fantasy X"" et du contenu additionnel (notamment ""Final fantasy X-2, last mission"") et des graphismes améliorés"
Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,BioWare,Mass Effect 3,Mass Effect 3,XBox360,2012,Mature 17+,16606492,Jeu d'action ; jeu de rôle
Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,BioWare,Mass Effect 2,Mass Effect 2,XBox360,2010,Mature 17+,16606490,Jeu d'action ; jeu de rôle
Role-Playing,Microsoft Game Studios,0.18,0.08,0.0,0.02,0.28,Lionhead Studios,Fable: The Journey,Fable: The Journey,XBox360,2012,Teen,16694440,Jeu de rôle ; jeu d'action
Role-Playing,Microsoft Game Studios,0.18,0.08,0.0,0.02,0.28,Lionhead Studios,Fable: The Journey,Fable: The Journey,XBox360,2012,Teen,16694440,Sortie au Japon puis en Europe le même mois
Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,Blueside,Kingdom Under Fire: Circle of Doom,Kingdom Under Fire: Circle of Doom,XBox360,2007,Mature 17+,16740336,Jeu d'action ; jeu d'aventure
Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,Blueside,Kingdom Under Fire: Circle of Doom,Kingdom Under Fire: Circle of Doom,XBox360,2007,Mature 17+,16740336,Première sortie en Australie
Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,Blueside,Kingdom Under Fire: Circle of Doom,Kingdom Under Fire: Circle of Doom,XBox360,2007,Mature 17+,16740336,Sortie en Asie le même mois
Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,"Mistwalker, Artoon",Blue Dragon,Blue Dragon,XBox360,2006,Teen,16737945,Jeu de rôle
Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,Silicon Knights,Too Human,Too Human,XBox360,2008,Teen,16739510,Jeu d'action ; jeu de rôle
Role-Playing,Microsoft Game Studios,0.41,0.02,0.0,0.04,0.47,FASA Studio,Shadowrun,Shadowrun,XBox360,2007,Mature 17+,16737071,Jeu d'action
Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,Mistwalker,Lost Odyssey,Lost Odyssey,XBox360,2007,Teen,16737699,Jeu de rôle
Role-Playing,Midway Games,0.14,0.04,0.0,0.01,0.18,Midway,Gauntlet: Seven Sorrows,Gauntlet: Seven Sorrows,XBox,2005,Teen,17027618,Jeu d'action
Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4,Midway,Gauntlet: Seven Sorrows,Gauntlet: Seven Sorrows,PS2,2005,Teen,17027618,Jeu d'action
Role-Playing,Namco Bandai Games,0.05,0.07,0.42,0.02,0.56,Bandai Namco Games,Tales of Zestiria,Tales of Zestiria,PS3,2015,Teen,17025814,Jeu de rôle
Role-Playing,Namco Bandai Games,0.05,0.07,0.42,0.02,0.56,Bandai Namco Games,Tales of Zestiria,Tales of Zestiria,PS3,2015,Teen,17025814,"Sortie en Europe et en Amérique du Nord, octobre 2015"
Role-Playing,Namco Bandai Games,0.2,0.12,0.45,0.07,0.84,Bandai Namco Games,Tales of Xillia 2,Tales of Xillia 2,PS3,2012,Teen,16974318,Jeu de rôle
