Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Titre FR,Titre EN,Console,Année,ESRB,IDBNF,description
Action,Ubisoft,0.71,1.02,0.0,0.31,2.04,Ubisoft Montpellier,King Kong,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Teen,17003434,"Jeu d'action. - Inspiré du film ""King Kong"" de Peter Jackson"
Action,Ubisoft,0.72,0.41,0.01,0.11,1.25,Ubisoft Montreal,Watch Dogs,Watch Dogs,XBox360,2014,Mature 17+,17096308,Jeu d'action ; jeu d'aventure
Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,Ubisoft,Assassin's Creed IV: Black Flag,Assassin's Creed IV: Black Flag,PS3,2013,Mature 17+,16996543,Jeu d'action ; jeu d'aventure
Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,Ubisoft Montreal,Assassin's Creed: Revelations,Assassin's Creed: Revelations,PS3,2011,Mature 17+,16572515,Jeu d'action ; jeu d'aventure
Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,Ubisoft Montreal,Assassin's Creed: Brotherhood,Assassin's Creed: Brotherhood,PS3,2010,Mature 17+,16627980,Jeu d'action ; jeu d'aventure
Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,Ubisoft,Assassin's Creed IV: Black Flag,Assassin's Creed IV: Black Flag,XBox360,2013,Mature 17+,16996543,Jeu d'action ; jeu d'aventure
Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Ubisoft Montreal,Assassin's Creed: Revelations,Assassin's Creed: Revelations,XBox360,2011,Mature 17+,16572515,Jeu d'action ; jeu d'aventure
Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,Ubisoft,Assassin's Creed III,Assassin's Creed III,PS3,2012,Mature 17+,16699802,Jeu d'action ; jeu d'aventure
Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,Ubisoft Montreal,Assassin's Creed: Brotherhood,Assassin's Creed: Brotherhood,XBox360,2010,Mature 17+,16627980,Jeu d'action ; jeu d'aventure
Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,Ubisoft,Assassin's Creed III,Assassin's Creed III,XBox360,2012,Mature 17+,16699802,Jeu d'action ; jeu d'aventure
Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,VU Games,The Scorpion King: Rise of the Akkadian,The Scorpion King: Rise of the Akkadian,PS2,2002,Teen,17087524,Jeu d'action
Action,Warner Bros. Interactive Entertainment,0.31,0.12,0.02,0.04,0.48,Grasshopper Manufacture,Lollipop Chainsaw,Lollipop Chainsaw,XBox360,2012,Mature 17+,16954040,Jeu d'action
Action,Warner Bros. Interactive Entertainment,1.07,0.8,0.04,0.38,2.29,WB Games Montreal,Batman: Arkham Origins,Batman: Arkham Origins,PS3,2013,Teen,16953705,"Jeu d'action. - Inspiré de la bande dessinée : ""Batman"" de Bob Kane et Bill Finger"
Action,Warner Bros. Interactive Entertainment,1.15,0.56,0.0,0.17,1.88,WB Games Montreal,Batman: Arkham Origins,Batman: Arkham Origins,XBox360,2013,Teen,16953705,"Jeu d'action. - Inspiré de la bande dessinée : ""Batman"" de Bob Kane et Bill Finger"
Action,Warner Bros. Interactive Entertainment,2.71,1.85,0.11,0.81,5.48,Rocksteady Studios,Batman: Arkham City,Batman: Arkham City,PS3,2011,Teen,16706602,Jeu d'action ; jeu d'aventure. - Inspiré du personnage de bande dessinée créé par Bob Kane et Bill Finger et édité par DC comics
Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,Rocksteady Studios,Batman: Arkham City,Batman: Arkham City,XBox360,2011,Teen,16706602,Jeu d'action ; jeu d'aventure. - Inspiré du personnage de bande dessinée créé par Bob Kane et Bill Finger et édité par DC comics
Adventure,3DO,0.09,0.07,0.0,0.02,0.17,3DO,Warriors of Might and Magic,Warriors of Might and Magic,PS2,2000,Teen,16602664,Jeu d'action ; jeu de rôle
Adventure,Activision,0.11,0.07,0.0,0.02,0.2,WayForward,Teenage Mutant Ninja Turtles: Danger of the Ooze,Teenage Mutant Ninja Turtles: Danger of the Ooze,XBox360,2014,Everyone 10+,16943807,Jeu d'action
Adventure,Activision,0.11,0.09,0.0,0.04,0.25,WayForward,Teenage Mutant Ninja Turtles: Danger of the Ooze,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Everyone 10+,16943807,Jeu d'action
Adventure,Capcom,0.1,0.08,0.12,0.03,0.33,SunSoft,Clock Tower 3,Clock Tower 3,PS2,2002,Mature 17+,16596847,Jeu d'action ; jeu d'aventure
Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,Team 17,Leisure Suit Larry: Box Office Bust,Leisure Suit Larry: Box Office Bust,PS3,2009,Mature 17+,17703684,Jeu d'aventure
Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,Team 17,Leisure Suit Larry: Box Office Bust,Leisure Suit Larry: Box Office Bust,XBox360,2009,Mature 17+,17703684,Jeu d'aventure
Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,Frogwares,Le Testament de Sherlock Holmes,The Testament of Sherlock Holmes,XBox360,2012,Mature 17+,16999638,Jeu d'aventure. - Inspiré des personnages créés par Sir Arthur Conan Doyle
Adventure,Focus Home Interactive,0.05,0.14,0.0,0.04,0.24,Frogwares,Le Testament de Sherlock Holmes,The Testament of Sherlock Holmes,PS3,2012,Mature 17+,16999638,Jeu d'aventure. - Inspiré des personnages créés par Sir Arthur Conan Doyle
Adventure,Hudson Soft,0.05,0.0,0.0,0.0,0.06,Hudson Entertainment,Rooms: The Main Building,Rooms: The Main Building,Wii,2008,Everyone,16714871,Jeu d'aventure
Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,LucasArts,Escape from Monkey Island,Escape from Monkey Island,PS2,2000,Teen,16909835,Jeu d'aventure
Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,LucasArts,Escape from Monkey Island,Escape from Monkey Island,PS2,2000,Teen,16909835,Première sortie en Amerique du Nord
Adventure,Microids,0.05,0.02,0.0,0.0,0.07,Microids,Still Life,Still Life,XBox,2005,Mature 17+,16995635,Jeu d'aventure
Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32,Sega AM2,Shenmue II,Shenmue II,XBox,2001,Teen,17141138,Jeu d'action ; jeu d'aventure
Adventure,Microsoft Game Studios,0.38,0.15,0.0,0.05,0.58,Asobo Studio,Kinect Rush: A Disney-Pixar Adventure,Kinect Rush: A Disney-Pixar Adventure,XBox360,2012,Everyone,16626537,Jeu d'aventure
Adventure,Namco Bandai Games,0.05,0.03,0.0,0.02,0.09,Vicious Cycle,Pac-Man and the Ghostly Adventures 2,Pac-Man and the Ghostly Adventures 2,PS3,2014,Everyone 10+,16984242,Jeu d'action
Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,Vicious Cycle,Pac-Man and the Ghostly Adventures 2,Pac-Man and the Ghostly Adventures 2,XBox360,2014,Everyone 10+,16984242,Jeu d'action
Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,Appaloosa Interactive,Ecco the Dolphin: Defender of the Future,Ecco the Dolphin: Defender of the Future,PS2,2000,Everyone,16703954,Jeu d'action ; jeu d'aventure
Adventure,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63,Quantic Dream,Beyond: Two Souls,Beyond: Two Souls,PS3,2013,Mature 17+,16901000,Jeu d'aventure ; jeu d'action
Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,Quantic Dream,Heavy Rain,Heavy Rain,PS3,2010,Mature 17+,17103380,Jeu d'action ; jeu d'aventure
Adventure,Sony Computer Entertainment Europe,0.04,0.13,0.0,0.04,0.21,ThatGameCompany,Journey,Journey,PS3,2012,Everyone,16759926,Jeu d'action ; jeu d'aventure
Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,Team Bondi,L.A. Noire,L.A. Noire,PS3,2011,Mature 17+,16567597,Jeu d'action ; jeu d'aventure
Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,Team Bondi,L.A. Noire,L.A. Noire,XBox360,2011,Mature 17+,16567597,Jeu d'action ; jeu d'aventure
Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03,Microids,Syberia II,Syberia II,XBox,2004,Teen,16775485,Jeu d'aventure
Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05,Ubisoft Montreal,Myst IV: Revelation,Myst IV: Revelation,XBox,2004,Teen,16609787,Jeu d'aventure
Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.06,Presto Studios,Myst III : Exile,Myst III: Exile,XBox,2001,Everyone,16609761,Jeu d'aventure
Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,Presto Studios,Myst III : Exile,Myst III: Exile,PS2,2001,Everyone,16609761,Jeu d'aventure
Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,Ubisoft Montreal,Assassin's Creed,Assassin's Creed,PS3,2007,Mature 17+,16627958,Jeu d'action ; jeu d'aventure
Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,Ubisoft Montreal,Assassin's Creed,Assassin's Creed,XBox360,2007,Mature 17+,16627958,Jeu d'action ; jeu d'aventure
Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17,High Voltage Software,Leisure Suit Larry: Magna Cum Laude,Leisure Suit Larry: Magna Cum Laude,XBox,2004,Mature 17+,17704025,Jeu d'aventure
Adventure,Vivendi Games,0.17,0.13,0.0,0.04,0.34,High Voltage Software,Leisure Suit Larry: Magna Cum Laude,Leisure Suit Larry: Magna Cum Laude,PS2,2004,Mature 17+,17704025,Jeu d'aventure
Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,Arc System Works,Guilty Gear Isuka,Guilty Gear Isuka,PS2,2003,Teen,16993266,Jeu d'action
Fighting,Atari,1.09,0.15,0.65,0.04,1.94,Dimps Corporation,Dragon Ball Z: Budokai 3,Dragon Ball Z: Budokai 3,PS2,2004,Teen,16685340,"Jeu d'action. - Inspiré de la série télévisée d'animation ""Dragon ball Z"". - Intitulé ""Dragon ball Z 3"" au Japon"
Fighting,Atari,2.17,0.28,0.55,0.08,3.09,Dimps Corporation,Dragon Ball Z: Budokai,Dragon Ball Z: Budokai,PS2,2002,Teen,16685339,"Jeu d'action. - Inspiré de la série télévisée d'animation ""Dragon ball Z"". - Intitulé ""Dragon ball Z. Budokai"" en Amérique du Nord et Europe et ""Dragon ball Z"" au Japon"
Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,Capcom,Street Fighter IV,Street Fighter IV,XBox360,2008,Teen,16948037,"Jeu d'action. - Version mise à jour intitulée ""Super street fighter IV"" sortie en avril 2010 sur PlayStation 3 et Xbox 360"
Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,Capcom,Street Fighter IV,Street Fighter IV,XBox360,2008,Teen,16948037,Sortie sur support en Amérique du Nord et en Europe le même mois
Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,Capcom,Street Fighter IV,Street Fighter IV,PS3,2008,Teen,16948037,"Jeu d'action. - Version mise à jour intitulée ""Super street fighter IV"" sortie en avril 2010 sur PlayStation 3 et Xbox 360"
Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,Capcom,Street Fighter IV,Street Fighter IV,PS3,2008,Teen,16948037,Sortie sur support en Amérique du Nord et en Europe le même mois
Fighting,Konami Digital Entertainment,0.12,0.02,0.01,0.01,0.16,Eighting,Castlevania Judgment,Castlevania Judgment,Wii,2008,Teen,16965500,Jeu d'action
Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,Yuke's,Rumble Roses,Rumble Roses,PS2,2004,Mature 17+,16991641,Jeu d'action
Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,Midway,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance,XBox,2002,Mature 17+,16974372,Jeu d'action
Fighting,Midway Games,1.48,0.28,0.0,0.23,2.0,Midway,Mortal Kombat vs. DC Universe,Mortal Kombat vs. DC Universe,PS3,2008,Teen,16974142,Jeu d'action
Fighting,Midway Games,1.53,0.23,0.0,0.16,1.93,Midway,Mortal Kombat vs. DC Universe,Mortal Kombat vs. DC Universe,XBox360,2008,Teen,16974142,Jeu d'action
Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49,Midway,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance,PS2,2002,Mature 17+,16974372,Jeu d'action
Fighting,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,Spike,Dragon Ball Z for Kinect,Dragon Ball Z: For Kinect,XBox360,2012,Teen,16684897,"Jeu d'action. - Inspiré de la série télévisée d'animation ""Dragon ball Z"""
Fighting,Namco Bandai Games,0.01,0.05,0.0,0.0,0.07,Artdink,Dragon Ball Z: Battle of Z,Dragon Ball Z: Battle of Z,XBox360,2014,Teen,16924464,Jeu d'action
Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,CyberConnect2,JoJo's Bizarre Adventure: All Star Battle,JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Teen,16926371,Jeu d'action
Fighting,Namco Bandai Games,0.1,0.1,0.06,0.04,0.31,Artdink,Dragon Ball Z: Battle of Z,Dragon Ball Z: Battle of Z,PS3,2014,Teen,16924464,Jeu d'action
Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,Bandai Namco Games,Tekken Tag Tournament 2,Tekken Tag Tournament 2,XBox360,2011,Teen,16679137,Jeu d'action
Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,Bandai Namco Games,Tekken Tag Tournament 2,Tekken Tag Tournament 2,XBox360,2011,Teen,16679137,Première mise à disposition sur borne d'arcade au Japon
Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,Bandai Namco Games,Tekken Tag Tournament 2,Tekken Tag Tournament 2,XBox360,2011,Teen,16679137,Sortie sur support au Japon et en Europe le même mois
Fighting,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,Spike,Dragon Ball Z: Ultimate Tenkaichi,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Teen,16714802,"Jeu d'action. - Inspiré de la série télévisée d'animation ""Dragon ball Z"". - Intitulé ""Dragon ball. Ultimate blast"" au Japon"
Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,0.85,Bandai Namco Games,Tekken Tag Tournament 2,Tekken Tag Tournament 2,PS3,2011,Teen,16679137,Jeu d'action
Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,0.85,Bandai Namco Games,Tekken Tag Tournament 2,Tekken Tag Tournament 2,PS3,2011,Teen,16679137,Première mise à disposition sur borne d'arcade au Japon
Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,0.85,Bandai Namco Games,Tekken Tag Tournament 2,Tekken Tag Tournament 2,PS3,2011,Teen,16679137,Sortie sur support au Japon et en Europe le même mois
Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,CyberConnect2,Naruto Shippūden: Ultimate Ninja Storm 3,Naruto Shippuden: Ultimate Ninja Storm 3,XBox360,2013,Teen,16725829,"Jeu d'action. - Une édition augmentée est sortie en octobre 2013 en Amérique du Nord et en janvier 2014 en Europe sous le titre ""Naruto shippuden. Ultimate ninja storm 3, full burst"". - Adapté de la bande dessinée de Masashi Kishimoto ""Naruto"""
Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,CyberConnect2,Naruto Shippūden: Ultimate Ninja Storm 3,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Teen,16725829,"Jeu d'action. - Une édition augmentée est sortie en octobre 2013 en Amérique du Nord et en janvier 2014 en Europe sous le titre ""Naruto shippuden. Ultimate ninja storm 3, full burst"". - Adapté de la bande dessinée de Masashi Kishimoto ""Naruto"""
Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,Project Soul,SoulCalibur V,Soulcalibur V,PS3,2012,Teen,16601817,Jeu d'action
Fighting,Namco Bandai Games,0.36,0.08,0.02,0.04,0.51,Spike,Dragon Ball: Raging Blast,Dragon Ball: Raging Blast,XBox360,2009,Teen,16685538,Jeu d'action
Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,Spike,Dragon Ball: Raging Blast,Dragon Ball: Raging Blast,PS3,2009,Teen,16685538,Jeu d'action
Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,Spike,Dragon Ball Z: Ultimate Tenkaichi,Dragon Ball Z: Ultimate Tenkaichi,XBox360,2011,Teen,16714802,"Jeu d'action. - Inspiré de la série télévisée d'animation ""Dragon ball Z"". - Intitulé ""Dragon ball. Ultimate blast"" au Japon"
Fighting,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,Project Soul,SoulCalibur V,Soulcalibur V,XBox360,2012,Teen,16601817,Jeu d'action
Fighting,Namco Bandai Games,0.42,0.18,0.11,0.09,0.81,Spike,Dragon Ball: Raging Blast 2,Dragon Ball: Raging Blast 2,PS3,2010,Teen,16685557,Jeu d'action
Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,CyberConnect2,Naruto Shippūden: Ultimate Ninja Storm 2,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Teen,17055815,"Jeu d'action. - Adapté de la bande dessinée de Masashi Kishimoto ""Naruto"""
Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,CyberConnect2,Naruto Shippūden: Ultimate Ninja Storm 2,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Teen,17055815,Sortie en Amérique du Nord et au Japon le même mois
Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,CyberConnect2,Naruto Shippūden: Ultimate Ninja Storm 2,Naruto Shippuden: Ultimate Ninja Storm 2,XBox360,2010,Teen,17055815,"Jeu d'action. - Adapté de la bande dessinée de Masashi Kishimoto ""Naruto"""
Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,CyberConnect2,Naruto Shippūden: Ultimate Ninja Storm 2,Naruto Shippuden: Ultimate Ninja Storm 2,XBox360,2010,Teen,17055815,Sortie en Amérique du Nord et au Japon le même mois
Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,Spike,Dragon Ball: Raging Blast 2,Dragon Ball: Raging Blast 2,XBox360,2010,Teen,16685557,Jeu d'action
Fighting,Namco Bandai Games,0.71,0.41,0.05,0.12,1.3,Namco Bandai Games America,Tekken 6,Tekken 6,XBox360,2007,Teen,16682639,Jeu d'action
Fighting,Namco Bandai Games,0.71,0.41,0.05,0.12,1.3,Namco Bandai Games America,Tekken 6,Tekken 6,XBox360,2007,Teen,16682639,Sortie sur support au Japon et en Europe le même mois
Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,Namco,SoulCalibur III,Soulcalibur III,PS2,2005,Teen,16602009,Jeu d'action
Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,Namco,SoulCalibur II,Soulcalibur II,XBox,2002,Teen,16601983,Jeu d'action
Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06,Namco,SoulCalibur II,Soulcalibur II,PS2,2002,Teen,16601983,Jeu d'action
Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,Bandai Namco Games,Tekken 6,Tekken 6,PS3,2007,Teen,16682639,Jeu d'action
Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,Bandai Namco Games,Tekken 6,Tekken 6,PS3,2007,Teen,16682639,Sortie sur support au Japon et en Europe le même mois
Fighting,Sega,0.29,0.51,0.08,0.2,1.08,Sega AM2,Virtua Fighter 5,Virtua Fighter 5,PS3,2006,Teen,16964260,Jeu d'action
Fighting,THQ,0.05,0.04,0.0,0.01,0.11,THQ,WWE All Stars,WWE All Stars,PS2,2011,Teen,16562603,"Jeu d'action. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Fighting,THQ,0.05,0.04,0.0,0.01,0.11,THQ,WWE All Stars,WWE All Stars,PS2,2011,Teen,16562603,"Sortie en Amérique du Nord et en Europe pour la version Nintendo 3DS, novembre 2011"
Fighting,THQ,0.1,0.07,0.0,0.02,0.19,THQ,WWE All Stars,WWE All Stars,Wii,2011,Teen,16562603,"Jeu d'action. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Fighting,THQ,0.1,0.07,0.0,0.02,0.19,THQ,WWE All Stars,WWE All Stars,Wii,2011,Teen,16562603,"Sortie en Amérique du Nord et en Europe pour la version Nintendo 3DS, novembre 2011"
Fighting,THQ,0.16,0.18,0.0,0.07,0.41,THQ,WWE All Stars,WWE All Stars,PS3,2011,Teen,16562603,"Jeu d'action. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Fighting,THQ,0.16,0.18,0.0,0.07,0.41,THQ,WWE All Stars,WWE All Stars,PS3,2011,Teen,16562603,"Sortie en Amérique du Nord et en Europe pour la version Nintendo 3DS, novembre 2011"
Fighting,THQ,0.18,0.14,0.0,0.03,0.34,THQ,WWE All Stars,WWE All Stars,XBox360,2011,Teen,16562603,"Jeu d'action. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Fighting,THQ,0.18,0.14,0.0,0.03,0.34,THQ,WWE All Stars,WWE All Stars,XBox360,2011,Teen,16562603,"Sortie en Amérique du Nord et en Europe pour la version Nintendo 3DS, novembre 2011"
Fighting,THQ,0.34,0.1,0.0,0.02,0.45,Studio Gigante,WWE WrestleMania 21,WWE WrestleMania 21,XBox,2005,Teen,16909683,Jeu d'action
Fighting,THQ,0.38,0.5,0.0,0.11,0.98,Yuke's,WWE SmackDown vs. Raw 2008,WWE SmackDown vs. Raw 2008,Wii,2007,Teen,16606869,"Jeu d'action ; jeu de simulation sportive. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Fighting,THQ,0.44,0.03,0.0,0.04,0.5,Yuke's,WWE SmackDown vs. Raw 2007,WWE SmackDown vs. Raw 2007,XBox360,2006,Teen,16606865,"Jeu d'action ; jeu de simulation sportive. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Fighting,THQ,0.62,0.49,0.01,0.2,1.33,Yuke's,WWE SmackDown vs. Raw 2008,WWE SmackDown vs. Raw 2008,PS3,2007,Teen,16606869,"Jeu d'action ; jeu de simulation sportive. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Fighting,THQ,0.92,0.0,0.01,1.41,2.34,Yuke's,WWE SmackDown vs. Raw 2008,WWE SmackDown vs. Raw 2008,PS2,2007,Teen,16606869,"Jeu d'action ; jeu de simulation sportive. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Fighting,THQ,0.92,0.38,0.0,0.13,1.43,Yuke's,WWE SmackDown vs. Raw 2008,WWE SmackDown vs. Raw 2008,XBox360,2007,Teen,16606869,"Jeu d'action ; jeu de simulation sportive. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Fighting,THQ,1.4,0.88,0.03,0.26,2.58,Yuke's,WWE SmackDown vs. Raw 2007,WWE SmackDown vs. Raw 2007,PS2,2006,Teen,16606865,"Jeu d'action ; jeu de simulation sportive. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Fighting,Titus,0.07,0.06,0.0,0.02,0.14,Saffire,Barbarian,Barbarian,PS2,2002,Teen,17167250,"Jeu d'action. - Intitulé ""Warrior blade. Rasutan VS Bābarian hen"" au Japon"
Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21,Game Arts,Teenage Mutant Ninja Turtles: Smash-Up,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Everyone 10+,16908833,Jeu d'action
Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.35,Game Arts,Teenage Mutant Ninja Turtles: Smash-Up,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Everyone 10+,16908833,Jeu d'action
Fighting,Ubisoft,0.72,0.4,0.14,0.2,1.46,Namco,SoulCalibur IV,Soulcalibur IV,PS3,2008,Teen,16602030,Jeu d'action
Fighting,Ubisoft,0.92,0.43,0.07,0.15,1.58,Namco,SoulCalibur IV,Soulcalibur IV,XBox360,2008,Teen,16602030,Jeu d'action
Fighting,Warner Bros. Interactive Entertainment,1.63,0.31,0.0,0.16,2.1,NetherRealm Studios,Mortal Kombat,Mortal Kombat,XBox360,2011,Mature 17+,16974118,Jeu d'action
Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,NetherRealm Studios,Mortal Kombat,Mortal Kombat,PS3,2011,Mature 17+,16974118,Jeu d'action
Misc,Activision,0.1,0.02,0.0,0.2,0.32,FreeStyleGames,DJ Hero,DJ Hero,PS2,2009,Teen,17021724,Jeu de rythme
Misc,Activision,0.11,0.01,0.0,0.1,0.22,Beenox,Guitar Hero: Smash Hits,Guitar Hero Smash Hits,PS2,2009,Teen,17018243,"Jeu de rythme. - Intitulé ""Guitar hero, greatest hits"" en Europe"
Misc,Activision,0.11,0.12,0.0,0.04,0.27,"Activision, FreeStyleGames",Guitar Hero Live,Guitar Hero Live,PS3,2015,Teen,17016449,Jeu de rythme
Misc,Activision,0.13,0.08,0.0,0.02,0.23,Activision,Guitar Hero Live,Guitar Hero Live,XBox360,2015,Teen,17016449,Jeu de rythme
Misc,Activision,0.15,0.06,0.0,0.2,0.41,BudCat,Band Hero,Band Hero,PS2,2009,Everyone 10+,17019159,Jeu de rythme
Misc,Activision,0.17,0.13,0.0,0.04,0.35,Neversoft Entertainment,Guitar Hero: Metallica,Guitar Hero: Metallica,PS2,2009,Teen,17018256,Jeu de rythme
Misc,Activision,0.2,0.11,0.0,0.05,0.35,Beenox,Guitar Hero: Smash Hits,Guitar Hero Smash Hits,PS3,2009,Teen,17018243,"Jeu de rythme. - Intitulé ""Guitar hero, greatest hits"" en Europe"
Misc,Activision,0.23,0.15,0.0,0.04,0.42,Beenox,Guitar Hero: Smash Hits,Guitar Hero Smash Hits,XBox360,2009,Teen,17018243,"Jeu de rythme. - Intitulé ""Guitar hero, greatest hits"" en Europe"
Misc,Activision,0.28,0.24,0.0,0.1,0.62,Neversoft Entertainment,Guitar Hero: Metallica,Guitar Hero: Metallica,PS3,2009,Teen,17018256,Jeu de rythme
Misc,Activision,0.28,0.3,0.0,0.54,1.12,BudCat,Guitar Hero 5,Guitar Hero 5,PS2,2009,Teen,17018234,Jeu de rythme
Misc,Activision,0.31,0.21,0.0,0.06,0.58,Beenox,Guitar Hero: Smash Hits,Guitar Hero Smash Hits,Wii,2009,Teen,17018243,"Jeu de rythme. - Intitulé ""Guitar hero, greatest hits"" en Europe"
Misc,Activision,0.4,0.43,0.0,0.1,0.93,Neversoft Entertainment,Guitar Hero: Metallica,Guitar Hero: Metallica,Wii,2009,Teen,17018256,Jeu de rythme
Misc,Activision,0.41,0.23,0.0,0.11,0.74,Neversoft Entertainment,Band Hero,Band Hero,PS3,2009,Everyone 10+,17019159,Jeu de rythme
Misc,Activision,0.42,0.34,0.0,0.14,0.9,FreeStyleGames,DJ Hero,DJ Hero,PS3,2009,Teen,17021724,Jeu de rythme
Misc,Activision,0.45,0.23,0.0,0.07,0.76,Exient Entertainment,DJ Hero,DJ Hero,Wii,2009,Teen,17021724,Jeu de rythme
Misc,Activision,0.47,0.19,0.0,0.1,0.75,FreeStyleGames,DJ Hero 2,DJ Hero 2,PS3,2010,Teen,17021726,Jeu de rythme
Misc,Activision,0.48,0.09,0.0,0.04,0.62,FreeStyleGames,DJ Hero 2,DJ Hero 2,Wii,2010,Teen,17021726,Jeu de rythme
Misc,Activision,0.51,0.21,0.0,0.07,0.79,Neversoft Entertainment,Band Hero,Band Hero,XBox360,2009,Everyone 10+,17019159,Jeu de rythme
