nameLabel,seriesLabel,platformLabel,pub_year,genreLabel,publisherLabel,developerLabel,image,website,esrbLabel,pegiLabel,bnf,musicbrainz
Civilization III,Civilization,Mac OS,2001,Perspective isométrique,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,Perspective isométrique,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,Perspective isométrique,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,Perspective isométrique,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu de stratégie au tour par tour,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu de stratégie au tour par tour,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu de stratégie au tour par tour,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu vidéo de stratégie,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de stratégie,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu vidéo de stratégie,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu vidéo de stratégie,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu vidéo de stratégie,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu vidéo de stratégie,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,Jeu 4X,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Jeu 4X,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,Jeu 4X,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu vidéo de stratégie,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Jeu 4X,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de stratégie,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu vidéo de stratégie,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu vidéo de stratégie,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,Jeu 4X,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,Jeu 4X,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu vidéo de stratégie,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu vidéo de stratégie,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,Jeu 4X,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Jeu 4X,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,Jeu 4X,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Jeu 4X,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu éducatif,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,Jeu 4X,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,Jeu 4X,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu éducatif,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu éducatif,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu éducatif,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu éducatif,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu éducatif,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu vidéo de simulation,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu vidéo de simulation,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu vidéo de simulation,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu vidéo de simulation,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu vidéo de simulation,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu vidéo de simulation,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,Perspective isométrique,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,Perspective isométrique,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,Perspective isométrique,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu de stratégie au tour par tour,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu de stratégie au tour par tour,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu de stratégie au tour par tour,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu de stratégie au tour par tour,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu de stratégie au tour par tour,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,Perspective isométrique,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,Perspective isométrique,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu de stratégie au tour par tour,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,Perspective isométrique,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu vidéo de stratégie,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de stratégie,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu vidéo de stratégie,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu vidéo de stratégie,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu vidéo de stratégie,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu vidéo de stratégie,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,Jeu 4X,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Jeu 4X,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,Jeu 4X,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Jeu 4X,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,Jeu 4X,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,Jeu 4X,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu éducatif,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu éducatif,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu éducatif,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu vidéo de stratégie,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de stratégie,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu vidéo de stratégie,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu vidéo de stratégie,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu vidéo de stratégie,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu vidéo de stratégie,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,Jeu 4X,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Jeu 4X,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,Jeu 4X,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Jeu 4X,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,Jeu 4X,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,Jeu 4X,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu éducatif,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu éducatif,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu éducatif,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2001,jeu vidéo de simulation,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2001,jeu vidéo de simulation,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2001,jeu vidéo de simulation,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de simulation,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu vidéo de simulation,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu vidéo de simulation,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Perspective isométrique,Infogrames,MacSoft Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Perspective isométrique,Infogrames,MacSoft Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de simulation,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu vidéo de simulation,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,Perspective isométrique,Infogrames,MacSoft Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu vidéo de simulation,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu de stratégie au tour par tour,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu de stratégie au tour par tour,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu de stratégie au tour par tour,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu de stratégie au tour par tour,MacSoft Games,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu de stratégie au tour par tour,MacSoft Games,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu de stratégie au tour par tour,MacSoft Games,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Perspective isométrique,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Perspective isométrique,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Perspective isométrique,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Perspective isométrique,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu de stratégie au tour par tour,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu de stratégie au tour par tour,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu de stratégie au tour par tour,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu de stratégie au tour par tour,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu de stratégie au tour par tour,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu de stratégie au tour par tour,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu éducatif,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu éducatif,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu éducatif,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu éducatif,Atari,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu éducatif,Atari,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu éducatif,Atari,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu éducatif,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu éducatif,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu éducatif,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu éducatif,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu éducatif,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu éducatif,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de simulation,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu vidéo de simulation,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu vidéo de simulation,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de simulation,Atari,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu vidéo de simulation,Atari,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu vidéo de simulation,Atari,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de simulation,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu vidéo de simulation,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu vidéo de simulation,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Perspective isométrique,Aspyr,MacSoft Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Perspective isométrique,Aspyr,MacSoft Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de simulation,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu vidéo de simulation,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu vidéo de simulation,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Perspective isométrique,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Perspective isométrique,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,Perspective isométrique,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Perspective isométrique,MacSoft Games,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Perspective isométrique,MacSoft Games,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,Perspective isométrique,MacSoft Games,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu de stratégie au tour par tour,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu de stratégie au tour par tour,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu de stratégie au tour par tour,Atari,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu de stratégie au tour par tour,Atari,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu de stratégie au tour par tour,Atari,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu de stratégie au tour par tour,Atari,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu de stratégie au tour par tour,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu de stratégie au tour par tour,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Perspective isométrique,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Perspective isométrique,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu de stratégie au tour par tour,Aspyr,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,Perspective isométrique,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu de stratégie au tour par tour,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu de stratégie au tour par tour,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,Perspective isométrique,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,Perspective isométrique,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu de stratégie au tour par tour,Aspyr,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,Perspective isométrique,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu éducatif,Atari,MacSoft Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu éducatif,Atari,MacSoft Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu éducatif,Atari,MacSoft Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu éducatif,Aspyr,MacSoft Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu éducatif,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu éducatif,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu éducatif,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu éducatif,MacSoft Games,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu éducatif,MacSoft Games,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu éducatif,MacSoft Games,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu éducatif,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu éducatif,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu éducatif,Infogrames,Aspyr,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu éducatif,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,macOS,2006,jeu éducatif,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Microsoft Windows,2006,jeu éducatif,Infogrames,Firaxis Games,,http://www.civ3.com/,,,,
Civilization III,Civilization,Mac OS,2006,jeu vidéo de simulation,MacSoft Games,Aspyr,,http://www.civ3.com/,,,,
