nameLabel,seriesLabel,platformLabel,pub_year,genreLabel,publisherLabel,developerLabel,image,website,esrbLabel,pegiLabel,bnf,musicbrainz
Doom,Doom,Game Boy Advance,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Amiga,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,DOS,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Super Nintendo,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,PlayStation 3,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,NeXT,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Super Nintendo,2012,jeu de tir en vue subjective,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,PlayStation 3,2012,science-fiction,Williams Manufacturing Company,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Linux,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,3DO Interactive Multiplayer,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,NeXT,2012,jeu de tir en vue subjective,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Xbox 360,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Super Nintendo,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Linux,2012,science-fiction,Williams Manufacturing Company,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,PlayStation,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,3DO Interactive Multiplayer,2012,jeu de tir en vue subjective,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,RISC PC,2012,science-fiction,GT Interactive,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Saturn,2012,science-fiction,GT Interactive,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Xbox,2012,science-fiction,GT Interactive,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,NeXT,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Amiga,2012,science-fiction,GT Interactive,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Mega Drive,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,3DO Interactive Multiplayer,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,iOS,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Mega Drive,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Microsoft Windows,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Super Nintendo,2012,science-fiction,GT Interactive,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Macintosh,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Xbox 360,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,PlayStation,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,RISC PC,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Saturn,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,NeXT,2012,science-fiction,GT Interactive,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Xbox,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Game Boy Advance,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Amiga,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,PlayStation,2012,science-fiction,Williams Manufacturing Company,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Microsoft Windows,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,3DO Interactive Multiplayer,2012,science-fiction,GT Interactive,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,DOS,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Game Boy Advance,2012,jeu de tir en vue subjective,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Macintosh,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,iOS,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,PlayStation 3,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,DOS,2012,jeu de tir en vue subjective,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Game Boy Advance,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Linux,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,DOS,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Super Nintendo,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,RISC PC,2012,science-fiction,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Saturn,2012,science-fiction,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Xbox,2012,science-fiction,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Amiga,2012,science-fiction,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,PlayStation 3,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,NeXT,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,RISC PC,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Saturn,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Xbox,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Linux,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Amiga,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,3DO Interactive Multiplayer,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Game Boy Advance,2012,science-fiction,GT Interactive,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Mega Drive,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Super Nintendo,2012,science-fiction,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,DOS,2012,science-fiction,GT Interactive,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,NeXT,2012,science-fiction,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Xbox 360,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Super Nintendo,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,PlayStation,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,3DO Interactive Multiplayer,2012,science-fiction,GT Interactive,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,NeXT,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Microsoft Windows,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,3DO Interactive Multiplayer,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Macintosh,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,iOS,2012,science-fiction,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Xbox 360,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,PlayStation,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Game Boy Advance,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,DOS,2012,jeu de tir en vue subjective,Williams Manufacturing Company,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Mega Drive,2012,science-fiction,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,Mega Drive,2012,science-fiction,Williams Manufacturing Company,Nerve Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Doom,Doom,iOS,2012,jeu de tir en vue subjective,Ocean Software,id Software,,http://bethsoft.com/games/doom,Mature 17+,PEGI 18,,
Grand Theft Auto: San Andreas,Grand Theft Auto,Mac OS,2012,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,Xbox 360,2012,cross-over,Disney Interactive Studios,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Xbox 360,2012,cross-over,Sony Interactive Entertainment,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation Vita,2012,cross-over,Disney Interactive Studios,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation Vita,2012,cross-over,Sony Interactive Entertainment,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Family Guy: Back to the Multiverse,,Xbox 360,2012,jeu d'action-aventure,Activision,Heavy Iron Studios,,,,,,
Epic Mickey 2 : Le Retour des héros,,Microsoft Windows,2012,jeu de plates-formes,Disney Interactive Studios,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Microsoft Windows,2012,jeu de plates-formes,Sony Interactive Entertainment,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Family Guy: Back to the Multiverse,,PlayStation 3,2012,jeu d'action-aventure,Activision,Heavy Iron Studios,,,,,,
Epic Mickey 2 : Le Retour des héros,,Microsoft Windows,2012,cross-over,Disney Interactive Studios,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Microsoft Windows,2012,cross-over,Sony Interactive Entertainment,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,macOS,2012,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,Xbox 360,2012,jeu de plates-formes,Disney Interactive Studios,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Xbox 360,2012,jeu de plates-formes,Sony Interactive Entertainment,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,PlayStation 2,2012,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,Wii U,2012,jeu de plates-formes,Disney Interactive Studios,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii U,2012,jeu de plates-formes,Sony Interactive Entertainment,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,Microsoft Windows,2012,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Grand Theft Auto: San Andreas,Grand Theft Auto,ordinateur personnel,2012,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,Wii,2012,cross-over,Disney Interactive Studios,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii,2012,cross-over,Sony Interactive Entertainment,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii U,2012,cross-over,Disney Interactive Studios,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii U,2012,cross-over,Sony Interactive Entertainment,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,Macintosh,2012,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Grand Theft Auto: San Andreas,Grand Theft Auto,Android,2012,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,PlayStation 3,2012,jeu de plates-formes,Disney Interactive Studios,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation 3,2012,jeu de plates-formes,Sony Interactive Entertainment,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation Vita,2012,cross-over,Disney Interactive Studios,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation Vita,2012,cross-over,Sony Interactive Entertainment,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,Windows Phone,2012,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,PlayStation 3,2012,cross-over,Disney Interactive Studios,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation 3,2012,cross-over,Sony Interactive Entertainment,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Microsoft Windows,2012,cross-over,Disney Interactive Studios,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Microsoft Windows,2012,cross-over,Sony Interactive Entertainment,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,PlayStation 3,2012,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Family Guy: Back to the Multiverse,,Microsoft Windows,2012,jeu d'action-aventure,Activision,Heavy Iron Studios,,,,,,
Epic Mickey 2 : Le Retour des héros,,Wii U,2012,cross-over,Disney Interactive Studios,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,PlayStation 2,2012,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,Wii U,2012,cross-over,Sony Interactive Entertainment,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,Microsoft Windows,2012,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Grand Theft Auto: San Andreas,Grand Theft Auto,Macintosh,2012,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,Wii,2012,jeu de plates-formes,Disney Interactive Studios,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii,2012,jeu de plates-formes,Sony Interactive Entertainment,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,Android,2012,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,PlayStation 3,2012,cross-over,Disney Interactive Studios,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation 3,2012,cross-over,Sony Interactive Entertainment,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Xbox 360,2012,jeu de plates-formes,Disney Interactive Studios,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Xbox 360,2012,jeu de plates-formes,Sony Interactive Entertainment,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation Vita,2012,jeu de plates-formes,Disney Interactive Studios,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,Windows Phone,2012,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,PlayStation Vita,2012,jeu de plates-formes,Sony Interactive Entertainment,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Forza Horizon,Forza Motorsport,Xbox 360,2012,jeu vidéo de course,Microsoft Studios,Playground Games,,http://forzamotorsport.net,Rating Pending,PEGI 3,,
Forza Horizon,Forza Motorsport,Xbox 360,2012,jeu vidéo de course,Microsoft Studios,Turn 10 Studios,,http://forzamotorsport.net,Rating Pending,PEGI 3,,
Epic Mickey 2 : Le Retour des héros,,Xbox 360,2012,cross-over,Disney Interactive Studios,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Xbox 360,2012,cross-over,Sony Interactive Entertainment,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii,2012,cross-over,Disney Interactive Studios,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii,2012,cross-over,Sony Interactive Entertainment,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,PlayStation 3,2012,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,Microsoft Windows,2012,jeu de plates-formes,Disney Interactive Studios,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Microsoft Windows,2012,jeu de plates-formes,Sony Interactive Entertainment,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Grand Theft Auto: San Andreas,Grand Theft Auto,Xbox 360,2012,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/sanandreas/,Mature 17+,PEGI 18,,
Epic Mickey 2 : Le Retour des héros,,PlayStation Vita,2012,cross-over,Disney Interactive Studios,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation Vita,2012,cross-over,Sony Interactive Entertainment,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii,2012,jeu de plates-formes,Disney Interactive Studios,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii,2012,jeu de plates-formes,Sony Interactive Entertainment,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii U,2012,jeu de plates-formes,Disney Interactive Studios,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Wii U,2012,jeu de plates-formes,Sony Interactive Entertainment,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Microsoft Windows,2012,cross-over,Disney Interactive Studios,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Microsoft Windows,2012,cross-over,Sony Interactive Entertainment,Heavy Iron Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation Vita,2012,jeu de plates-formes,Disney Interactive Studios,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation Vita,2012,jeu de plates-formes,Sony Interactive Entertainment,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Xbox 360,2012,cross-over,Disney Interactive Studios,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,PlayStation 3,2012,jeu de plates-formes,Disney Interactive Studios,Junction Point Studios,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
Epic Mickey 2 : Le Retour des héros,,Xbox 360,2012,cross-over,Sony Interactive Entertainment,Q4926952,,http://www.disney.ru/DisneyCMS/Content/Games/Console/000088_epic_xbox.jsp,Everyone,PEGI 7,,
