nameLabel,seriesLabel,platformLabel,pub_year,genreLabel,publisherLabel,developerLabel,image,website,esrbLabel,pegiLabel,bnf,musicbrainz
L'Arche du Captain Blood,,ZX Spectrum,1988,jeu vidéo de simulation,Infogrames,ERE Informatique,,,,,,
Tetris,,ZX Spectrum,1984,jeu vidéo de réflexion,Infogrames,Alekseï Pajitnov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Tetris,,Acorn Electron,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Renegade,Nekketsu Kōha Kunio-kun,Commodore 64,1986,Graphisme 2D,Taito,Technos Japan,,,,,,
Tetris,,WonderSwan Color,1984,jeu vidéo de réflexion,Infogrames,Alekseï Pajitnov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Cabal,,Nintendo Entertainment System,1988,shoot 'em up,Fabtek,TAD,,,,,,
Tetris,,Mac OS,1984,jeu vidéo de réflexion,Infogrames,Alekseï Pajitnov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Renegade,Nekketsu Kōha Kunio-kun,Amiga,1986,Graphisme 2D,Taito,Technos Japan,,,,,,
California Games,,Apple IIGS,1987,jeu vidéo de sport,Epyx,Epyx,,,,,,
California Games,,Atari ST,1987,jeu vidéo de sport,Epyx,Epyx,,,,,,
California Games,,DOS,1987,jeu vidéo de sport,Epyx,Epyx,,,,,,
Cabal,,DOS,1988,shoot 'em up,Taito,TAD,,,,,,
L'Arche du Captain Blood,,Apple IIGS,1988,aventure,Infogrames,ERE Informatique,,,,,,
Tetris,,Game Boy Advance,1984,jeu vidéo de réflexion,Infogrames,Alekseï Pajitnov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
L'Arche du Captain Blood,,Amstrad CPC,1988,jeu vidéo de simulation,Infogrames,ERE Informatique,,,,,,
Tetris,,PC-98,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Tetris,,Apple IIGS,1984,jeu vidéo de réflexion,Infogrames,Alekseï Pajitnov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
L'Arche du Captain Blood,,Atari ST,1988,aventure,Infogrames,ERE Informatique,,,,,,
Tetris,,Mega Drive,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Renegade,Nekketsu Kōha Kunio-kun,Commodore 64,1986,beat them all,Taito,Technos Japan,,,,,,
Tetris,,Nintendo Entertainment System,1984,jeu vidéo de réflexion,Infogrames,Alekseï Pajitnov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Renegade,Nekketsu Kōha Kunio-kun,Amiga,1986,beat them all,Taito,Technos Japan,,,,,,
Tetris,,CD-i,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Tetris,,Commodore 64,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Cabal,,DOS,1988,shoot 'em up,Fabtek,TAD,,,,,,
California Games,,Atari 2600,1987,jeu vidéo de sport,Epyx,Epyx,,,,,,
Renegade,Nekketsu Kōha Kunio-kun,ZX Spectrum,1986,Graphisme 2D,Taito,Technos Japan,,,,,,
California Games,,Commodore 64,1987,jeu vidéo de sport,Epyx,Epyx,,,,,,
Cabal,,Commodore 64,1988,shoot 'em up,Taito,TAD,,,,,,
Tetris,,Amstrad PCW,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Tetris,,Amstrad CPC,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
California Games,,Amiga,1987,jeu vidéo de sport,Epyx,Epyx,,,,,,
Tetris,,Game Boy,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
California Games,,Mega Drive,1987,jeu vidéo de sport,Epyx,Epyx,,,,,,
L'Arche du Captain Blood,,Apple IIGS,1988,jeu vidéo de simulation,Infogrames,ERE Informatique,,,,,,
Tetris,,MSX,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
L'Arche du Captain Blood,,Atari ST,1988,jeu vidéo de simulation,Infogrames,ERE Informatique,,,,,,
Tetris,,ZX Spectrum,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Renegade,Nekketsu Kōha Kunio-kun,ZX Spectrum,1986,beat them all,Taito,Technos Japan,,,,,,
L'Arche du Captain Blood,,DOS,1988,jeu vidéo de simulation,Infogrames,ERE Informatique,,,,,,
Tetris,,Amiga,1984,jeu vidéo de réflexion,Infogrames,Alekseï Pajitnov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Tetris,,Acorn Electron,1984,jeu vidéo de réflexion,Infogrames,Alekseï Pajitnov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Tetris,,WonderSwan Color,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
Cabal,,Commodore 64,1988,shoot 'em up,Fabtek,TAD,,,,,,
Tetris,,Mac OS,1984,jeu vidéo de réflexion,Infogrames,Vadim Guerassimov,http://commons.wikimedia.org/wiki/Special:FilePath/Tetris.jpg,http://tetris.com/,,,,
R-Type,,PC-Engine,1987,shoot 'em up,Irem,Irem,http://commons.wikimedia.org/wiki/Special:FilePath/R-Type%20video%20game%20machine.jpg,,,,,
Elite,,ZX Spectrum,1984,simulateur de vol spatial,Imagineer,David Braben,,,,,,
Elite,,Acorn Archimedes,1984,monde ouvert,Acornsoft,David Braben,,,,,,
Elite,,Atari ST,1984,monde ouvert,Imagineer,Ian Bell,,,,,,
Elite,,Nintendo Entertainment System,1984,simulateur de vol spatial,Acornsoft,Ian Bell,,,,,,
Elite,,DOS,1984,monde ouvert,Imagineer,Ian Bell,,,,,,
Elite,,Atari ST,1984,monde ouvert,Imagineer,David Braben,,,,,,
Elite,,Nintendo Entertainment System,1984,simulateur de vol spatial,Acornsoft,David Braben,,,,,,
Elite,,DOS,1984,monde ouvert,Imagineer,David Braben,,,,,,
Elite,,Commodore 64,1984,monde ouvert,Acornsoft,Ian Bell,,,,,,
Elite,,Amiga,1984,monde ouvert,Acornsoft,Ian Bell,,,,,,
Elite,,Amstrad CPC,1984,simulateur de vol spatial,Imagineer,Ian Bell,,,,,,
Elite,,MSX,1984,simulateur de vol spatial,Imagineer,Ian Bell,,,,,,
Elite,,Commodore 64,1984,monde ouvert,Acornsoft,David Braben,,,,,,
Elite,,Acorn Archimedes,1984,monde ouvert,Imagineer,Ian Bell,,,,,,
Elite,,Amiga,1984,monde ouvert,Acornsoft,David Braben,,,,,,
Elite,,Amstrad CPC,1984,simulateur de vol spatial,Imagineer,David Braben,,,,,,
Elite,,MSX,1984,simulateur de vol spatial,Imagineer,David Braben,,,,,,
Dragon Quest III,Dragon Quest,iOS,1988,jeu vidéo de rôle,Enix (maison d'édition),Chunsoft,,http://www.square-enix.co.jp/mobile/dq/dq3/,Teen,,,c1d85d16-6052-45c6-ac6f-4a0ca24318d4
Elite,,Acorn Archimedes,1984,monde ouvert,Imagineer,David Braben,,,,,,
Elite,,Nintendo Entertainment System,1984,simulateur de vol spatial,Imagineer,Ian Bell,,,,,,
Elite,,Atari ST,1984,simulateur de vol spatial,Acornsoft,Ian Bell,,,,,,
Elite,,Nintendo Entertainment System,1984,simulateur de vol spatial,Imagineer,David Braben,,,,,,
Elite,,DOS,1984,simulateur de vol spatial,Acornsoft,Ian Bell,,,,,,
Elite,,Commodore 64,1984,monde ouvert,Imagineer,Ian Bell,,,,,,
Elite,,Atari ST,1984,simulateur de vol spatial,Acornsoft,David Braben,,,,,,
Elite,,Amiga,1984,monde ouvert,Imagineer,Ian Bell,,,,,,
Elite,,DOS,1984,simulateur de vol spatial,Acornsoft,David Braben,,,,,,
Elite,,Commodore 64,1984,monde ouvert,Imagineer,David Braben,,,,,,
Elite,,ZX Spectrum,1984,monde ouvert,Acornsoft,Ian Bell,,,,,,
Elite,,Amiga,1984,monde ouvert,Imagineer,David Braben,,,,,,
Alchemist,,ZX Spectrum,1983,jeu d'action-aventure,Imagine Software,Q5983225,,,,,,
Elite,,Acorn Archimedes,1984,simulateur de vol spatial,Acornsoft,Ian Bell,,,,,,
Dragon Quest III,Dragon Quest,iOS,1988,monde ouvert,Enix (maison d'édition),Chunsoft,,http://www.square-enix.co.jp/mobile/dq/dq3/,Teen,,,c1d85d16-6052-45c6-ac6f-4a0ca24318d4
Elite,,ZX Spectrum,1984,monde ouvert,Acornsoft,David Braben,,,,,,
Elite,,Acorn Archimedes,1984,simulateur de vol spatial,Acornsoft,David Braben,,,,,,
Elite,,Atari ST,1984,simulateur de vol spatial,Imagineer,Ian Bell,,,,,,
Dragon Quest III,Dragon Quest,Super Nintendo,1988,jeu vidéo de rôle,Enix (maison d'édition),Chunsoft,,http://www.square-enix.co.jp/mobile/dq/dq3/,Teen,,,c1d85d16-6052-45c6-ac6f-4a0ca24318d4
Elite,,DOS,1984,simulateur de vol spatial,Imagineer,Ian Bell,,,,,,
Elite,,Atari ST,1984,simulateur de vol spatial,Imagineer,David Braben,,,,,,
Dragon Quest III,Dragon Quest,Nintendo Entertainment System,1988,jeu vidéo de rôle,Enix (maison d'édition),Chunsoft,,http://www.square-enix.co.jp/mobile/dq/dq3/,Teen,,,c1d85d16-6052-45c6-ac6f-4a0ca24318d4
Elite,,DOS,1984,simulateur de vol spatial,Imagineer,David Braben,,,,,,
Elite,,Commodore 64,1984,simulateur de vol spatial,Acornsoft,Ian Bell,,,,,,
Elite,,Amstrad CPC,1984,monde ouvert,Acornsoft,Ian Bell,,,,,,
Elite,,MSX,1984,monde ouvert,Acornsoft,Ian Bell,,,,,,
Elite,,ZX Spectrum,1984,monde ouvert,Imagineer,Ian Bell,,,,,,
Elite,,Amiga,1984,simulateur de vol spatial,Acornsoft,Ian Bell,,,,,,
Elite,,Commodore 64,1984,simulateur de vol spatial,Acornsoft,David Braben,,,,,,
Elite,,Amstrad CPC,1984,monde ouvert,Acornsoft,David Braben,,,,,,
Elite,,MSX,1984,monde ouvert,Acornsoft,David Braben,,,,,,
Elite,,Acorn Archimedes,1984,simulateur de vol spatial,Imagineer,Ian Bell,,,,,,
Elite,,ZX Spectrum,1984,monde ouvert,Imagineer,David Braben,,,,,,
Elite,,Amiga,1984,simulateur de vol spatial,Acornsoft,David Braben,,,,,,
Elite,,Nintendo Entertainment System,1984,monde ouvert,Acornsoft,Ian Bell,,,,,,
Elite,,Acorn Archimedes,1984,simulateur de vol spatial,Imagineer,David Braben,,,,,,
Sherlock,,Commodore 64,1984,fiction interactive,Krome Studios Melbourne,Krome Studios Melbourne,,,,,,
Elite,,Nintendo Entertainment System,1984,monde ouvert,Acornsoft,David Braben,,,,,,
Dragon Quest III,Dragon Quest,Super Nintendo,1988,monde ouvert,Enix (maison d'édition),Chunsoft,,http://www.square-enix.co.jp/mobile/dq/dq3/,Teen,,,c1d85d16-6052-45c6-ac6f-4a0ca24318d4
Elite,,Commodore 64,1984,simulateur de vol spatial,Imagineer,Ian Bell,,,,,,
Dragon Quest III,Dragon Quest,Nintendo Entertainment System,1988,monde ouvert,Enix (maison d'édition),Chunsoft,,http://www.square-enix.co.jp/mobile/dq/dq3/,Teen,,,c1d85d16-6052-45c6-ac6f-4a0ca24318d4
Elite,,Amstrad CPC,1984,monde ouvert,Imagineer,Ian Bell,,,,,,
Elite,,MSX,1984,monde ouvert,Imagineer,Ian Bell,,,,,,
Elite,,Amiga,1984,simulateur de vol spatial,Imagineer,Ian Bell,,,,,,
The Trap Door,,ZX Spectrum,1986,jeu d'action-aventure,Macmillan Publishers,Q5293344,,,,,,
Elite,,Commodore 64,1984,simulateur de vol spatial,Imagineer,David Braben,,,,,,
Dragon Quest III,Dragon Quest,Android,1988,jeu vidéo de rôle,Enix (maison d'édition),Chunsoft,,http://www.square-enix.co.jp/mobile/dq/dq3/,Teen,,,c1d85d16-6052-45c6-ac6f-4a0ca24318d4
Elite,,Amstrad CPC,1984,monde ouvert,Imagineer,David Braben,,,,,,
Elite,,MSX,1984,monde ouvert,Imagineer,David Braben,,,,,,
Elite,,ZX Spectrum,1984,simulateur de vol spatial,Acornsoft,Ian Bell,,,,,,
Elite,,Amiga,1984,simulateur de vol spatial,Imagineer,David Braben,,,,,,
Elite,,Nintendo Entertainment System,1984,monde ouvert,Imagineer,Ian Bell,,,,,,
Elite,,ZX Spectrum,1984,simulateur de vol spatial,Acornsoft,David Braben,,,,,,
Elite,,Atari ST,1984,monde ouvert,Acornsoft,Ian Bell,,,,,,
R-Type,,MSX,1987,shoot 'em up,Irem,Irem,http://commons.wikimedia.org/wiki/Special:FilePath/R-Type%20video%20game%20machine.jpg,,,,,
Elite,,Nintendo Entertainment System,1984,monde ouvert,Imagineer,David Braben,,,,,,
Elite,,DOS,1984,monde ouvert,Acornsoft,Ian Bell,,,,,,
Elite,,Atari ST,1984,monde ouvert,Acornsoft,David Braben,,,,,,
Angler,,ZX Spectrum,1983,jeu vidéo de sport,Virgin Interactive,,,,,,,
Elite,,DOS,1984,monde ouvert,Acornsoft,David Braben,,,,,,
The Trap Door,,Amstrad CPC,1986,jeu d'action-aventure,Macmillan Publishers,Q5293344,,,,,,
Sherlock,,ZX Spectrum,1984,fiction interactive,Krome Studios Melbourne,Krome Studios Melbourne,,,,,,
Elite,,Amstrad CPC,1984,simulateur de vol spatial,Acornsoft,Ian Bell,,,,,,
Elite,,MSX,1984,simulateur de vol spatial,Acornsoft,Ian Bell,,,,,,
Dragon Quest III,Dragon Quest,Android,1988,monde ouvert,Enix (maison d'édition),Chunsoft,,http://www.square-enix.co.jp/mobile/dq/dq3/,Teen,,,c1d85d16-6052-45c6-ac6f-4a0ca24318d4
Elite,,ZX Spectrum,1984,simulateur de vol spatial,Imagineer,Ian Bell,,,,,,
Elite,,Acorn Archimedes,1984,monde ouvert,Acornsoft,Ian Bell,,,,,,
Elite,,Amstrad CPC,1984,simulateur de vol spatial,Acornsoft,David Braben,,,,,,
Elite,,MSX,1984,simulateur de vol spatial,Acornsoft,David Braben,,,,,,
River Raid,,Atari 2600,1982,shoot 'em up,Activision,Activision,,,,,,
River Raid,,Atari 5200,1982,shoot 'em up,Activision,Activision,,,,,,
Star Wars: Return of the Jedi,,ZX Spectrum,1988,shoot 'em up,Domark,Atari,,,,,,
Renegade,Nekketsu Kōha Kunio-kun,Amstrad CPC,1986,beat them all,Taito,Technos Japan,,,,,,
Yie Ar Kung-Fu II,,Thomson MO5,1986,beat them all,Imagine Software,Konami,,,,,,
River Raid,,Commodore 64,1982,shoot 'em up,Activision,Activision,,,,,,
Yie Ar Kung-Fu,,Amstrad CPC,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Arkanoid,,Apple IIGS,1986,Casse-briques,Romstar,Taito,,,,,,
Yie Ar Kung-Fu,,MSX,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Championship Sprint,,Amstrad CPC,1986,jeu vidéo de course,Atari,Atari,,,,,,
Zombi,,Atari ST,1986,jeu d'action-aventure,Ubisoft,Ubisoft,,,,,,
Arkanoid,,Atari ST,1986,Casse-briques,Romstar,Taito,,,,,,
Zombi,,DOS,1986,jeu d'action-aventure,Ubisoft,Ubisoft,,,,,,
Arkanoid,,DOS,1986,Casse-briques,Romstar,Taito,,,,,,
Renegade,Nekketsu Kōha Kunio-kun,Nintendo Entertainment System,1986,beat them all,Taito,Technos Japan,,,,,,
Arkanoid,,Xbox 360,1986,Casse-briques,Romstar,Taito,,,,,,
Yie Ar Kung-Fu II,,ZX Spectrum,1986,beat them all,Imagine Software,Konami,,,,,,
Arkanoid,,Wii,1986,Casse-briques,Romstar,Taito,,,,,,
Yie Ar Kung-Fu,,Nintendo Entertainment System,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Star Wars: Return of the Jedi,,Amstrad CPC,1988,shoot 'em up,Domark,Atari,,,,,,
Yie Ar Kung-Fu,,Nintendo DS,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Back to the Future,Back to the Future,Nintendo Entertainment System,1989,jeu d'action-aventure,LJN,Krome Studios Melbourne,,,,,,
Archon: The Light and the Dark,,Commodore 64,1983,jeu vidéo de combat,Electronic Arts,Q5499833,,,,,,
Renegade,Nekketsu Kōha Kunio-kun,DOS,1986,Graphisme 2D,Taito,Technos Japan,,,,,,
Arkanoid,,Super Nintendo,1986,Casse-briques,Romstar,Taito,,,,,,
Archon: The Light and the Dark,,Amiga,1983,jeu vidéo de combat,Electronic Arts,Q5499833,,,,,,
Yie Ar Kung-Fu,,système d'arcade,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Championship Sprint,,PlayStation Portable,1986,jeu vidéo de course,Atari,Atari,,,,,,
Chase H.Q.,,Super Nintendo,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
Yie Ar Kung-Fu II,,Amstrad CPC,1986,beat them all,Imagine Software,Konami,,,,,,
Yie Ar Kung-Fu II,,MSX,1986,beat them all,Imagine Software,Konami,,,,,,
River Raid,,ZX Spectrum,1982,shoot 'em up,Activision,Activision,,,,,,
Zombi,,Commodore 64,1986,jeu d'action-aventure,Ubisoft,Ubisoft,,,,,,
Arkanoid,,Commodore 64,1986,Casse-briques,Romstar,Taito,,,,,,
Renegade,Nekketsu Kōha Kunio-kun,DOS,1986,beat them all,Taito,Technos Japan,,,,,,
Chase H.Q.,,Commodore 64,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
Zombi,,Amiga,1986,jeu d'action-aventure,Ubisoft,Ubisoft,,,,,,
Arkanoid,,Amiga,1986,Casse-briques,Romstar,Taito,,,,,,
Yie Ar Kung-Fu,,BBC Micro,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Chase H.Q.,,Atari ST,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
Yie Ar Kung-Fu,,Xbox Live Arcade,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Chase H.Q.,,Amiga,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
Archon: The Light and the Dark,,ZX Spectrum,1983,jeu vidéo de combat,Electronic Arts,Q5499833,,,,,,
Championship Sprint,,PlayStation 3,1986,jeu vidéo de course,Atari,Atari,,,,,,
Chase H.Q.,,Game Boy,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
River Raid,,MSX,1982,shoot 'em up,Activision,Activision,,,,,,
Back to the Future,Back to the Future,Commodore 64,1985,jeu d'aventure,Electric Dreams Software,,,,,,,
Star Wars: Return of the Jedi,,DOS,1988,shoot 'em up,Domark,Atari,,,,,,
Chase H.Q.,,Wii,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
Archon: The Light and the Dark,,Mac OS,1983,jeu vidéo de combat,Electronic Arts,Q5499833,,,,,,
Chase H.Q.,,ZX Spectrum,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
Yie Ar Kung-Fu,,Acorn Electron,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Yie Ar Kung-Fu II,,Console virtuelle,1986,beat them all,Imagine Software,Konami,,,,,,
Bio Miracle Bokutte Upa,,Famicom Disk System,1988,jeu de plates-formes,Konami,Konami,,,,,,
Zombi,,ZX Spectrum,1986,jeu d'action-aventure,Ubisoft,Ubisoft,,,,,,
Arkanoid,,ZX Spectrum,1986,Casse-briques,Romstar,Taito,,,,,,
Archon: The Light and the Dark,,Amstrad CPC,1983,jeu vidéo de combat,Electronic Arts,Q5499833,,,,,,
Chase H.Q.,,Nintendo Entertainment System,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
Championship Sprint,,Xbox,1986,jeu vidéo de course,Atari,Atari,,,,,,
Bio Miracle Bokutte Upa,,Nintendo Entertainment System,1988,jeu de plates-formes,Konami,Konami,,,,,,
Yie Ar Kung-Fu,,Commodore 64,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Yie Ar Kung-Fu II,,BBC Micro,1986,beat them all,Imagine Software,Konami,,,,,,
Championship Sprint,,Commodore 64,1986,jeu vidéo de course,Atari,Atari,,,,,,
Chase H.Q.,,Amstrad CPC,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
Yie Ar Kung-Fu,,PlayStation,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Yie Ar Kung-Fu,,Game Boy Advance,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Zombi,,Amstrad CPC,1986,jeu d'action-aventure,Ubisoft,Ubisoft,,,,,,
Arkanoid,,Amstrad CPC,1986,Casse-briques,Romstar,Taito,,,,,,
Arkanoid,,MSX,1986,Casse-briques,Romstar,Taito,,,,,,
Yie Ar Kung-Fu II,,Thomson TO7,1986,beat them all,Imagine Software,Konami,,,,,,
Chase H.Q.,,MSX,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
Back to the Future,Back to the Future,Amstrad CPC,1985,jeu d'aventure,Electric Dreams Software,,,,,,,
Arkanoid,,iOS,1986,Casse-briques,Romstar,Taito,,,,,,
Yie Ar Kung-Fu II,,Acorn Electron,1986,beat them all,Imagine Software,Konami,,,,,,
Renegade,Nekketsu Kōha Kunio-kun,Amstrad CPC,1986,Graphisme 2D,Taito,Technos Japan,,,,,,
Arkanoid,,Nintendo Entertainment System,1986,Casse-briques,Romstar,Taito,,,,,,
Arkanoid,,Nintendo DS,1986,Casse-briques,Romstar,Taito,,,,,,
Yie Ar Kung-Fu II,,Commodore 64,1986,beat them all,Imagine Software,Konami,,,,,,
Yie Ar Kung-Fu,,ZX Spectrum,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Championship Sprint,,ZX Spectrum,1986,jeu vidéo de course,Atari,Atari,,,,,,
Yie Ar Kung-Fu,,Game Boy Color,1985,jeu vidéo de combat,Imagine Software,Konami,,,,,,
Back to the Future,Back to the Future,ZX Spectrum,1985,jeu d'aventure,Electric Dreams Software,,,,,,,
Archon: The Light and the Dark,,DOS,1983,jeu vidéo de combat,Electronic Arts,Q5499833,,,,,,
Renegade,Nekketsu Kōha Kunio-kun,Nintendo Entertainment System,1986,Graphisme 2D,Taito,Technos Japan,,,,,,
Chase H.Q.,,PC-Engine,1988,jeu vidéo de course,Taito,Taito,,,Everyone 10+,,,
Back to the Future,Retour vers le futur,Commodore 64,1985,jeu d'aventure,LJN,,,,,,,
Star Wars: Return of the Jedi,Star Wars,Amstrad CPC,1984,jeu de tir,Domark,Atari Inc.,,,,,,
Star Wars: Return of the Jedi,Star Wars,Amstrad CPC,1984,jeu vidéo de course,Domark,Atari Inc.,,,,,,
Excitebike,,Nintendo Entertainment System,1984,jeu vidéo de course,Japon,Nintendo Research and Development 1,,,Everyone,PEGI 3,,
Dizzy – The Ultimate Cartoon Adventure,,Amstrad CPC,1987,jeu d'action-aventure,Codemasters,Oliver Twins,,,,,,
Herzog Zwei,,Mega Drive,1989,stratégie en temps réel,Sega,Tecno Soft,,,,,,503746b2-acb2-4add-80bd-2f0d44c43bcb
Star Wars: The Empire Strikes Back,Star Wars,Atari ST,1985,shoot 'em up,Domark,Vektor Grafix,,,,,,
Star Wars,Star Wars,ColecoVision,1983,shoot 'em up,Atari Inc.,Vektor Grafix,,,,,,
