nameLabel,seriesLabel,platformLabel,pub_year,genreLabel,publisherLabel,developerLabel,image,website,esrbLabel,pegiLabel,bnf,musicbrainz
Grand Theft Auto,Grand Theft Auto,DOS,1998,monde ouvert,ASC Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Mega Man X2,Mega Man,Super Nintendo,1994,jeu d'action,Capcom,Capcom,,,Everyone,PEGI 7,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,jeu d'action-aventure,ASC Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,jeu d'action-aventure,ASC Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,monde ouvert,Rockstar Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,monde ouvert,Rockstar Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,jeu d'action-aventure,Rockstar Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,jeu d'action-aventure,Rockstar Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,PlayStation,1998,monde ouvert,ASC Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,PlayStation,1998,monde ouvert,ASC Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,monde ouvert,ASC Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,jeu d'action-aventure,ASC Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto 2,Grand Theft Auto,PlayStation,1999,monde ouvert,Rockstar Games,Q21563329,,http://www.rockstargames.com/gta2/,Mature 17+,PEGI 18,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Microsoft Windows,1998,monde ouvert,ASC Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Microsoft Windows,1998,monde ouvert,ASC Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,PlayStation,1998,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,DOS,1998,jeu d'action-aventure,Rockstar Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,DOS,1998,jeu d'action-aventure,Rockstar Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Microsoft Windows,1998,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,DOS,1998,jeu d'action-aventure,ASC Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto 2,Grand Theft Auto,Game Boy Color,1999,jeu d'action-aventure,Rockstar Games,Q21563329,,http://www.rockstargames.com/gta2/,Mature 17+,PEGI 18,,
Mega Man X2,Mega Man,Super Nintendo,1994,jeu de plates-formes,Capcom,Capcom,,,Everyone,PEGI 7,,
Grand Theft Auto,Grand Theft Auto,DOS,1998,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,jeu d'action-aventure,Rockstar Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,jeu d'action-aventure,Rockstar Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,monde ouvert,ASC Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,monde ouvert,ASC Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,PlayStation,1998,jeu d'action-aventure,ASC Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,PlayStation,1998,jeu d'action-aventure,ASC Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,jeu d'action-aventure,ASC Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,PlayStation,1998,monde ouvert,Rockstar Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,PlayStation,1998,monde ouvert,Rockstar Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,monde ouvert,Rockstar Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto 2,Grand Theft Auto,Dreamcast,1999,jeu d'action-aventure,Rockstar Games,Q21563329,,http://www.rockstargames.com/gta2/,Mature 17+,PEGI 18,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Microsoft Windows,1998,jeu d'action-aventure,ASC Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Microsoft Windows,1998,jeu d'action-aventure,ASC Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,PlayStation,1998,monde ouvert,ASC Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto 2,Grand Theft Auto,Microsoft Windows,1999,jeu d'action-aventure,Rockstar Games,Q21563329,,http://www.rockstargames.com/gta2/,Mature 17+,PEGI 18,,
Grand Theft Auto 2,Grand Theft Auto,Game Boy Color,1999,monde ouvert,Rockstar Games,Q21563329,,http://www.rockstargames.com/gta2/,Mature 17+,PEGI 18,,
Grand Theft Auto,Grand Theft Auto,Microsoft Windows,1998,monde ouvert,Rockstar Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Microsoft Windows,1998,monde ouvert,Rockstar Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,DOS,1998,monde ouvert,ASC Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,DOS,1998,monde ouvert,ASC Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Microsoft Windows,1998,monde ouvert,ASC Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,DOS,1998,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,monde ouvert,ASC Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,monde ouvert,ASC Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto 2,Grand Theft Auto,Dreamcast,1999,monde ouvert,Rockstar Games,Q21563329,,http://www.rockstargames.com/gta2/,Mature 17+,PEGI 18,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,jeu d'action-aventure,ASC Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,jeu d'action-aventure,ASC Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto 2,Grand Theft Auto,Microsoft Windows,1999,monde ouvert,Rockstar Games,Q21563329,,http://www.rockstargames.com/gta2/,Mature 17+,PEGI 18,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,monde ouvert,Rockstar Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,Game Boy Color,1998,monde ouvert,Rockstar Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,PlayStation,1998,jeu d'action-aventure,Rockstar Games,Rockstar Lincoln,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,PlayStation,1998,jeu d'action-aventure,Rockstar Games,Visual Sciences,,http://www.rockstargames.com/gta/,Mature 17+,,,
Grand Theft Auto,Grand Theft Auto,MS-DOS,1998,jeu d'action-aventure,Rockstar Games,Rockstar North,,http://www.rockstargames.com/gta/,Mature 17+,,,
Submarine TITANS,,Microsoft Windows,2000,jeu vidéo de stratégie,Strategy First,,,http://www.snowball.ru/mt/,,,,
Baldur's Gate II: Shadows of Amn,Baldur's Gate,Microsoft Windows,2000,jeu vidéo de rôle,Interplay Entertainment,BioWare,,http://www.bioware.com/games/legacy,Teen,PEGI 12,,
Le Trésor des Toltèques,,Microsoft Windows,1996,jeu d'aventure,Time Warner,,,,,,,
Baldur's Gate II: Shadows of Amn,Baldur's Gate,Microsoft Windows,2000,jeu vidéo de rôle,Black Isle Studios,BioWare,,http://www.bioware.com/games/legacy,Teen,PEGI 12,,
